the_geom,cartodb_id,_name_,_address_,_city_,_lon_,_lat_
,23,'Starbucks','4916 S Fort Apache Rd 1A','Las Vegas',-115.295732,36.098828
,24,'Starbucks','8164 Las Vegas Blvd S 100','Las Vegas',-115.172073,36.041175
,25,'Seattle''s Best Coffee','9777 Las Vegas Blvd S','Las Vegas',-115.175798,36.011688
,26,'Starbucks','4780 S Maryland Pkwy','Las Vegas',-115.136561,36.10294
,27,'The Coffee Bean & Tea Leaf','3339 Las Vegas Blvd S','Las Vegas',-115.170286,36.123089
,28,'Starbucks','1001 S Rainbow Blvd','Las Vegas',-115.245004,36.160137
,29,'Starbucks','7075 W Ann Rd','Las Vegas',-115.248488,36.262917
,30,'Nestle Toll House Cafe by Chip','3663 Las Vegas Blvd S 96','Las Vegas',-115.170708,36.111187
,31,'Paris Baguette','3377 Las Vegas Blvd S 2390','Las Vegas',-115.171349,36.121244
,32,'Starbucks','3790 Las Vegas Blvd S','Las Vegas',-115.175051,36.102103
,33,'Tea Time Caf̩','5590 Painted Mirage Rd 130','Las Vegas',-115.256432,36.262817
,34,'Caf̩ Teaze','5115 Spring Mountain Rd 225','Las Vegas',-115.211211,36.125593
,35,'Starbucks','5757 Wayne Newton Blvd','Las Vegas',-115.150328,36.084408
,36,'Starbucks','840 S Rancho Dr','Las Vegas',-115.172987,36.161681
,37,'Kachina Tea Company','1641 E Sunset Rd B115','Las Vegas',-115.130556,36.071585
,38,'Nook Express','3535 Las Vegas Blvd S','Las Vegas',-115.17048,36.118321
,39,'Jackie Bee Boba Express','6250 W Charleston Blvd 120','Las Vegas',-115.230388,36.159363
,40,'Starbucks','7101 W Craig Rd 1','Las Vegas',-115.250089,36.238815
,41,'Starbucks','3545 Las Vegas Blvd S','Las Vegas',-115.170612,36.117562
,42,'Starbucks','3790 Las Vegas Blvd S','Las Vegas',-115.175051,36.102103
,43,'Frankly Good Coffee','1400 N Rampart Blvd','Las Vegas',-115.284806,36.186435
,44,'Aroma Coffee Roasters','2960 Westwood Dr 17','Las Vegas',-115.175712,36.135715
,45,'Einstein Bros Bagels','6770 N Durango Dr 140','Las Vegas',-115.287246,36.284018
,46,'OMG Boba Tea','8560 W Lake Mead Blvd','Las Vegas',-115.281113,36.199309
,47,'Starbucks','145 E Harmon Ave','Las Vegas',-115.166736,36.106055
,48,'Starbucks','3200 Las Vegas Blvd S','Las Vegas',-115.169972,36.126218
,49,'Starbucks','5757 Wayne Newton Blvd','Las Vegas',-115.150328,36.084408
,50,'Sambalatte','3770 Las Vegas Blvd S','Las Vegas',-115.17601,36.104333
,51,'D''Coffee Shop','4255 S Durango Dr','Las Vegas',-115.279413,36.112114
,52,'Dunkin'' Donuts','6295 S Rainbow Blvd','Las Vegas',-115.242753,36.074419
,53,'3940 Coffee and Tea','3940 Las Vegas Blvd S','Las Vegas',-115.1732,36.093451
,54,'Starbucks','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,55,'Starbucks - Studio Walk','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,56,'Starbucks','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,57,'Starbucks','1772 S Rainbow Blvd','Las Vegas',-115.243024,36.151949
,58,'Dunkin'' Donuts','7400 Las Vegas Blvd S','Las Vegas',-115.169581,36.055008
,59,'The Rock N Java','8876 S Eastern Ave','Las Vegas',-115.118184,36.028108
,60,'The Coffee Bean & Tea Leaf','4321 W Flamingo Rd','Las Vegas',-115.195696,36.114545
,61,'Starbucks','5881 E Charleston Blvd','Las Vegas',-115.045069,36.15819
,62,'The Black Cup Coffee','707 Fremont St','Las Vegas',-115.138446,36.167531
,63,'Makers & Finders Coffee','1120 S Main St 110','Las Vegas',-115.153971,36.157902
,64,'Starbucks','221 N Rampart Blvd','Las Vegas',-115.291174,36.175802
,65,'The Coffee Bean & Tea Leaf','3200 Las Vegas Blvd S','Las Vegas',-115.169972,36.126218
,66,'Starbucks','3801 Las Vegas Blvd S','Las Vegas',-115.170452,36.099045
,67,'Starbucks','3300 Las Vegas Blvd S','Las Vegas',-115.172335,36.124542
,68,'Starbucks','475 E Windmill Ln','Las Vegas',-115.152206,36.042201
,69,'Starbucks','10260 W Charleston Blvd 1','Las Vegas',-115.319473,36.159515
,70,'Ameribrunch','316 E Bridger Ave 102','Las Vegas',-115.143528,36.167687
,71,'Starbucks','4150 Boulder Hwy','Las Vegas',-115.084688,36.130133
,72,'The Coffee Bean & Tea Leaf','4550 S Maryland Pkwy','Las Vegas',-115.137064,36.106898
,73,'Starbucks','9725 S Maryland Pkwy','Las Vegas',-115.137969,36.012062
,74,'Jitters Gourmet Coffee & Cafe','2675 E Patrick Ln','Las Vegas',-115.113536,36.078579
,75,'Starbucks','855 S Grand Central Pkwy','Las Vegas',-115.158115,36.163944
,76,'Starbucks','2211 N Rampart Blvd','Las Vegas',-115.283289,36.201365
,77,'Espresso Cafe','3500 Las Vegas Blvd S','Las Vegas',-115.17312,36.117766
,78,'Sunrise Coffee','3130 E Sunset Rd A','Las Vegas',-115.106787,36.071874
,79,'Starbucks','6020 W Craig Rd 110','Las Vegas',-115.226704,36.239317
,80,'PublicUs','1126 Fremont St','Las Vegas',-115.13336,36.166253
,81,'Crown Bakery','4355 Spring Mountain Rd','Las Vegas',-115.197904,36.125908
,82,'Illumilatte Brew Society','6825 W Russell Rd 155','Las Vegas',-115.241294,36.084613
,83,'Starbucks','10520 Southern Highlands Pkwy A','Las Vegas',-115.207334,35.997977
,84,'Starbucks','3570 Las Vegas Blvd S','Las Vegas',-115.173336,36.119556
,85,'Starbucks','6381 Centennial Center Blvd','Las Vegas',-115.268847,36.274331
,86,'Starbucks','3619 Las Vegas Blvd S 100','Las Vegas',-115.172598,36.113812
,87,'Kung Fu Tea','5030 Spring Mountain Rd 8','Las Vegas',-115.209791,36.126325
,88,'Serenade','7920 S Rainbow Blvd 100','Las Vegas',-115.243056,36.044074
,89,'The Coffee Bean & Tea Leaf','3377 Las Vegas Blvd S 2164','Las Vegas',-115.171349,36.121244
,90,'Expresso King Kafe','500 S Grand Central Pkwy','Las Vegas',-115.154696,36.164029
,91,'Starbucks','8440 Farm Rd','Las Vegas',-115.28039,36.299848
,92,'Starbucks','2530 S Decatur Blvd','Las Vegas',-115.20783,36.143942
,93,'Einstein Bros Bagels','3837 Blue Diamond Rd','Las Vegas',-115.191686,36.039584
,94,'Starbucks','6120 N Decatur Blvd 100','Las Vegas',-115.206519,36.271058
,95,'Starbucks','7400 Las Vegas Blvd S','Las Vegas',-115.169581,36.055008
,96,'Starbucks','3805 E Flamingo Rd 100','Las Vegas',-115.091533,36.114858
,97,'Starbucks','4949 N Rancho Dr','Las Vegas',-115.244614,36.25005
,98,'The Beat Coffeehouse','520 Fremont St 101','Las Vegas',-115.139516,36.169497
,99,'Starbucks','3150 Paradise Rd','Las Vegas',-115.151832,36.131319
,100,'Tipsy Coffee House','6496 Medical Center St 102','Las Vegas',-115.291593,36.070781
,101,'Java Stop','2901 Las Vegas Blvd S','Las Vegas',-115.159247,36.135387
,102,'The Coffee Bean & Tea Leaf','1600 Las Vegas Blvd S','Las Vegas',-115.152185,36.152007
,103,'Starbucks','8050 S Rainbow Blvd','Las Vegas',-115.242113,36.043148
,104,'Starbucks','4732 Faircenter Pkwy','Las Vegas',-115.205816,36.157468
,105,'The Coffee Bean & Tea Leaf','9091 W Sahara Ave 101','Las Vegas',-115.294913,36.143779
,106,'Perk Place','3000 Paradise Rd','Las Vegas',-115.152457,36.136382
,107,'Payard Express','3570 Las Vegas Blvd S','Las Vegas',-115.173336,36.119556
,108,'Starbucks','600 E Warm Springs Rd','Las Vegas',-115.149183,36.057535
,109,'Starbucks','3900 Las Vegas Blvd S','Las Vegas',-115.173224,36.096293
,110,'Starbucks','4001 S Maryland Pkwy','Las Vegas',-115.13918,36.116562
,111,'Starbucks','4111 Boulder Hwy','Las Vegas',-115.084549,36.133502
,112,'Starbucks','70 Kinley Dr','Las Vegas',-115.056484,36.231062
,113,'Starbucks','3210 N Tenaya Way','Las Vegas',-115.249567,36.219178
,114,'South Beach Cafe & Deli','3801 Las Vegas Blvd S','Las Vegas',-115.170452,36.099045
,115,'The Coffee Bean & Tea Leaf','3355 Las Vegas Blvd S','Las Vegas',-115.168968,36.12162
,116,'Black Cow','657 N Town Center Dr','Las Vegas',-115.317143,36.181163
,117,'Pour','6811 S Eastern Ave 104-D','Las Vegas',-115.11898,36.066156
,118,'Dunkin'' Donuts','11710 W Charleston Blvd 170','Las Vegas',-115.350836,36.159181
,119,'Starbucks','2390 E Serene Ave 400','Las Vegas',-115.119304,36.020701
,120,'Java Coast','3645 Las Vegas Blvd S','Las Vegas',-115.168517,36.113429
,121,'The Coffee Bean & Tea Leaf','4300 Meadows Ln 5527','Las Vegas',-115.19727,36.172537
,122,'Starbucks','4844-4848 S Eastern Ave','Las Vegas',-115.117089,36.101349
,123,'Easy Life Boba Tea','8560 W Desert Inn Rd D2','Las Vegas',-115.277673,36.130063
,124,'Starbucks','5757 Paradise Rd','Las Vegas',-115.147623,36.093034
,125,'Starbucks','11013 W Charleston Blvd','Las Vegas',-115.333999,36.158752
,126,'The Coffee Shop','3300 Las Vegas Blvd S','Las Vegas',-115.172335,36.124542
,127,'Starbucks','10430 W Cheyenne Ave','Las Vegas',-115.324263,36.218585
,128,'The Cafe at The Wynn Resorts','3121 Las Vegas Blvd S','Las Vegas',-115.16514,36.130194
,129,'Starbucks','3186 S Maryland Pkwy','Las Vegas',-115.135775,36.134594
,130,'Greenwich Village Coffee Co.','3790 Las Vegas Blvd S','Las Vegas',-115.175051,36.102103
,131,'Starbucks','7541 W Lake Mead Blvd 300','Las Vegas',-115.258557,36.1959
,132,'Starbucks','7350 S Rainbow Blvd','Las Vegas',-115.241748,36.054746
,133,'Somethings Brewing Express','8751 W Charleston Blvd','Las Vegas',-115.285753,36.158837
,134,'Dunkin'' Donuts','5861 W Craig Rd 101','Las Vegas',-115.224523,36.238506
,135,'Cinnabon','7400 Las Vegas Blvd S','Las Vegas',-115.169581,36.055008
,136,'PRESS Bar & Lounge','3960 Las Vegas Blvd S','Las Vegas',-115.173201,36.092132
,137,'Ana''s Coffee Gano Excel Inside Saver''s','2300 E Tropicana Ave 50','Las Vegas',-115.120253,36.100304
,138,'Starbucks','6371 N Decatur Blvd','Las Vegas',-115.206811,36.276669
,139,'Dunkin'' Donuts','7250 S Durango Dr 100','Las Vegas',-115.278514,36.056575
,140,'Starbucks','1990 Village Center Cir','Las Vegas',-115.305604,36.192942
,141,'The Roasted Bean','3742 Las Vegas Blvd S','Las Vegas',-115.173325,36.107296
,142,'Golden Sweets','4215 Spring Mountain Rd','Las Vegas',-115.196088,36.126257
,143,'Delices Gourmands French Bakery','3620 W Sahara Ave W2','Las Vegas',-115.190293,36.145744
,144,'Volcano Tea House','4215 Spring Mountain Rd B106B','Las Vegas',-115.196088,36.126257
,145,'Krispy Kreme Doughnuts','7015 Spring Mountain Rd','Las Vegas',-115.246529,36.125555
,146,'City Blend Coffee & Smoke','8716 S Maryland Pkwy','Las Vegas',-115.134969,36.029398
,147,'Bella''s Traveling Tea Party','9987 Coral Cameo Ct','Las Vegas',-115.148372,36.008194
,148,'Starbucks','4010 S Rainbow Blvd A','Las Vegas',-115.242487,36.116081
,149,'The Roasted Bean','3400 Las Vegas Blvd S','Las Vegas',-115.175721,36.121681
,150,'Little Havana Cafe and Smoke Shop','2381 E Windmill Ln 25','Las Vegas',-115.120466,36.0411
,151,'Green Bean Coffee Company','7469 W Lake Mead Blvd','Las Vegas',-115.256495,36.195899
,152,'Starbucks','3300 Las Vegas Blvd S','Las Vegas',-115.172335,36.124542
,153,'Corner Cakes','3370 Las Vegas Blvd S','Las Vegas',-115.170563,36.124031
,154,'Barista Bagels','2800 Las Vegas Blvd S','Las Vegas',-115.162206,36.137713
,155,'Starbucks','7405 S Durango Dr','Las Vegas',-115.280768,36.05391
,156,'Book N Bean','4505 S Maryland Pkwy','Las Vegas',-115.142051,36.10459
,157,'Kaldi''s Coffee Las Vegas','4850 W Flamingo Rd 26','Las Vegas',-115.206779,36.11655
,158,'Starbucks','7050 S Durango Dr','Las Vegas',-115.279099,36.060116
,159,'Illy Coffee','3186 S Maryland Pkwy','Las Vegas',-115.135775,36.134594
,160,'Starbucks','8410 Farm Rd','Las Vegas',-115.279917,36.300356
,161,'Sambalatte Torrefazione','750 S Rampart Blvd 9','Las Vegas',-115.290254,36.164262
,162,'Starbucks','6365 S Rainbow Blvd','Las Vegas',-115.243024,36.072501
,163,'Avery''s Coffee Roasters','9440 W Sahara Ave 145','Las Vegas',-115.30071,36.145586
,164,'Starbucks','9701 W Flamingo Rd 1','Las Vegas',-115.304643,36.114518
,165,'Starbucks','2250 W Harmon Ave','Las Vegas',-115.173588,36.10939
,166,'Cocolini''s','3355 Las Vegas Blvd S','Las Vegas',-115.168968,36.12162
,167,'Java Detour','3555 Las Vegas Blvd S','Las Vegas',-115.170781,36.116208
,168,'The Coffee Bean & Tea Leaf','3355 Las Vegas Blvd S','Las Vegas',-115.168968,36.12162
,169,'Starbucks','3570 Las Vegas Blvd S','Las Vegas',-115.173336,36.119556
,170,'Starbucks','3752 Las Vegas Blvd S','Las Vegas',-115.174224,36.106217
,171,'BAMBU','4810 Spring Mountain Rd B','Las Vegas',-115.206268,36.126539
,172,'Starbucks','6105 S Fort Apache Rd','Las Vegas',-115.298337,36.076808
,173,'Starbucks','3755 Spring Mountain Rd','Las Vegas',-115.189491,36.125948
,174,'Starbucks','7260 S Rainbow Blvd','Las Vegas',-115.242287,36.0567
,175,'Starbucks','3720 Las Vegas Blvd S','Las Vegas',-115.174399,36.107904
,176,'It''s A Grind Coffee House','3130 E Sunset Rd','Las Vegas',-115.106787,36.071874
,177,'Starbucks','340 E Flamingo Rd','Las Vegas',-115.157559,36.114559
,178,'Winchell''s Donut House','4850 E Tropicana Ave','Las Vegas',-115.068528,36.100465
,179,'Starbucks','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,180,'The Coffee Bean & Tea Leaf','6115 S Rainbow Blvd 101','Las Vegas',-115.243157,36.077325
,181,'Starbucks','3770 Las Vegas Blvd S','Las Vegas',-115.17601,36.104333
,182,'Dunkin'' Donuts','6795 W Tropicana Ave 100','Las Vegas',-115.240869,36.099422
,183,'Starbucks','10973 W Charleston Blvd','Las Vegas',-115.333116,36.158752
,184,'Chewy Boba Company','4632 S Maryland Pkwy 19','Las Vegas',-115.136191,36.105164
,185,'The Perq','2535 Las Vegas Blvd S','Las Vegas',-115.156495,36.142235
,186,'Coffee Expresso & Deli','2110 E Flamingo Rd','Las Vegas',-115.123161,36.115659
,187,'Strip View Cafe','3225 S Rainbow Blvd 106','Las Vegas',-115.243458,36.130447
,188,'Sara Lee Coffee & Tea Foodservice Superior','6435 S Valley View Blvd','Las Vegas',-115.192339,36.073212
,189,'Globe Cafe','8545 S Eastern Ave 101','Las Vegas',-115.120205,36.034516
,190,'The Grind Cafe','2535 Las Vegas Blvd S','Las Vegas',-115.156495,36.142235
,191,'Starbucks','7100 N Durango Dr 110','Las Vegas',-115.28733,36.290319
,192,'Leon̩ Caf̩','400 S Rampart Blvd 165','Las Vegas',-115.28534,36.168394
,193,'Starbucks','4480 Paradise Rd','Las Vegas',-115.151273,36.108903
,194,'Carrera Cafe','6800 Redwood St','Las Vegas',-115.237484,36.064274
,195,'The Coffee Bean & Tea Leaf','5757 Wayne Newton Blvd','Las Vegas',-115.150328,36.084408
,196,'Starbucks','600 E Warm Springs Rd','Las Vegas',-115.149183,36.057535
,197,'Cafe Darak','8665 W Flamingo Rd 105','Las Vegas',-115.280663,36.114222
,198,'Starbucks','8150 S Maryland Pkwy D-1','Las Vegas',-115.135566,36.04167
,199,'Starbucks','2430 E Flamingo Rd','Las Vegas',-115.118149,36.115215
,200,'QQ Boba','9310 S Eastern Ave 105','Las Vegas',-115.117383,36.019475
,201,'Dream Bean Coffee','6820 Spring Mountain Rd','Las Vegas',-115.240859,36.127011
,202,'Starbucks','5757 Wayne Newton Blvd','Las Vegas',-115.150328,36.084408
,203,'Starbucks','3370 S Hualapai Way','Las Vegas',-115.314551,36.128429
,204,'Grouchy John''s Coffee Shop','8520 S Maryland Pkwy','Las Vegas',-115.135793,36.035088
,205,'Coffee Pub','2800 W Sahara Ave 2A','Las Vegas',-115.179169,36.144604
,206,'Desert Wind Coffee Roasters','7772 W Sahara Ave','Las Vegas',-115.26019,36.143922
,207,'Starbucks','5757 Paradise Rd','Las Vegas',-115.147623,36.093034
,208,'Real Donuts','1811 W Charleston Blvd','Las Vegas',-115.166062,36.158667
,209,'Starbucks','6105 S Fort Apache Rd 101','Las Vegas',-115.298337,36.076808
,210,'Kady''s Coffee Shop','2901 Las Vegas Blvd S','Las Vegas',-115.159247,36.135387
,211,'Starbucks','9770 S Maryland Pkwy','Las Vegas',-115.13618,36.011947
,212,'Starbucks','3745 Las Vegas Blvd S','Las Vegas',-115.170818,36.10652
,213,'Teavana','6605 Las Vegas Blvd S B124','Las Vegas',-115.172692,36.069264
,214,'Starbucks','3333 Blue Diamond Rd','Las Vegas',-115.183366,36.040391
,215,'The coffee','3950 Las Vegas Blvd S','Las Vegas',-115.176544,36.089977
,216,'Tea Station','4355 Spring Mountain Rd 106','Las Vegas',-115.197904,36.125908
,217,'Starbucks','1925 N Martin L King Blvd','Las Vegas',-115.16106,36.193847
,218,'Starbucks','3700 W Flamingo Rd','Las Vegas',-115.186454,36.118705
,219,'Starbucks','591 N Eastern Ave 110','Las Vegas',-115.116681,36.173643
,220,'Starbucks','751 N Rancho Dr 110','Las Vegas',-115.17788,36.177968
,221,'Starbucks','1650 N Buffalo Dr','Las Vegas',-115.259797,36.189589
,222,'Icy Juicy','3400 S Jones Blvd 20','Las Vegas',-115.224329,36.12776
,223,'True Tea','3930 Las Vegas Blvd S','Las Vegas',-115.174446,36.094177
,224,'Teavana','3377 Las Vegas Blvd S','Las Vegas',-115.171349,36.121244
,225,'Lollicup','6629 Las Vegas Blvd S','Las Vegas',-115.172692,36.069261
,226,'Frankly Good Coffee','10401 Garden Park Dr','Las Vegas',-115.321868,36.126228
,227,'Ebar','3200 Las Vegas Blvd S','Las Vegas',-115.169972,36.126218
,228,'Starbucks','3667 Las Vegas Blvd S','Las Vegas',-115.17086,36.111236
,229,'Starbucks','4985 W Tropicana Ave','Las Vegas',-115.208692,36.10064
,230,'Tapioca Express','3910 S Maryland Pkwy 9','Las Vegas',-115.136879,36.117891
,231,'Starbucks','4469 W Flamingo Rd','Las Vegas',-115.201199,36.115294
,232,'Quality Services Company','5235 W Charleston Blvd','Las Vegas',-115.212156,36.15859
,233,'Frankly Good Coffee','8901-9199 Tule Springs Rd','Las Vegas',-115.269788,36.32097
,234,'Starbucks','160 E Flamingo Rd','Las Vegas',-115.165564,36.115236
,235,'The Coffee Bean & Tea Leaf','3663 Las Vegas Blvd S 45','Las Vegas',-115.170708,36.111187
,236,'Starbucks','9151 W Sahara Ave 110','Las Vegas',-115.296978,36.143943
,237,'Starbucks','3950 Las Vegas Blvd S','Las Vegas',-115.176544,36.089977
,238,'The Coffee Bean & Tea Leaf','5757 Wayne Newton Blvd','Las Vegas',-115.150328,36.084408
,239,'Starbucks','1121 S Decatur Blvd','Las Vegas',-115.205571,36.158679
,240,'Tea Drift','3400 S Jones Blvd 10','Las Vegas',-115.224329,36.12776
,241,'Aromas Teas & Coffee','5105 S Fort Apache Rd','Las Vegas',-115.297995,36.095324
,242,'Starbucks','3950 Las Vegas Blvd S','Las Vegas',-115.176544,36.089977
,243,'Orchid Lounge','3950 Las Vegas Blvd S','Las Vegas',-115.176544,36.089977
,244,'Caf̩ Presse','3327 Las Vegas Blvd S','Las Vegas',-115.168136,36.124262
,245,'Dunkin'' Donuts','3481 S Durango Dr','Las Vegas',-115.279393,36.126947
,246,'Cafelatte','100 N City Pkwy','Las Vegas',-115.147906,36.174282
,247,'BF Bakery & Cafe','3768 S Maryland Pkwy','Las Vegas',-115.133906,36.121047
,248,'Starbucks','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,249,'Starbucks','3799 Las Vegas Blvd S','Las Vegas',-115.171491,36.102486
,250,'Mad House Coffee','8899 S Eastern Ave','Las Vegas',-115.118704,36.027846
,251,'Starbucks','1340 E Flamingo Rd A','Las Vegas',-115.135324,36.114894
,252,'The Perfect Scoop & Boba Tea','7377 S Jones Blvd 115','Las Vegas',-115.225818,36.055256
,253,'Club Cappuccino','3555 Las Vegas Blvd S','Las Vegas',-115.170781,36.116208
,254,'Starbucks','160 E Flamingo Rd','Las Vegas',-115.165564,36.115236
,255,'International Tea & Coffee House','1306 S 3rd St','Las Vegas',-115.151565,36.155698
,256,'Las Vegas Custom Cakes','5243 W Charleston Blvd 7','Las Vegas',-115.212967,36.15852
,257,'Teavana','3200 Las Vegas Blvd S 1794','Las Vegas',-115.169972,36.126218
,258,'Pawn Donut and Coffee','725 Las Vegas Blvd S','Las Vegas',-115.145342,36.161391
,259,'Reach Cafe','7950 W Windmill Ln','Las Vegas',-115.264304,36.043163
,260,'Starbucks','5757 Paradise Rd','Las Vegas',-115.147623,36.093034
,261,'Starbucks','1940 Village Center Cir','Las Vegas',-115.305883,36.1937
,262,'Starbucks','3667 Las Vegas Blvd S','Las Vegas',-115.17086,36.111236
,263,'Starbucks','591 N Eastern Ave','Las Vegas',-115.116681,36.173643
,264,'Starbucks','5757 Wayne Newton Blvd','Las Vegas',-115.150328,36.084408
,265,'Java Vegas Coffee','4500 W Tropicana Ave','Las Vegas',-115.201594,36.10279
,266,'Starbucks','2585 S Nellis Blvd 1','Las Vegas',-115.066027,36.14305
,267,'Dutch Bros. Coffee','2840 E Tropicana Ave','Las Vegas',-115.111944,36.100332
,268,'The Lodge Coffee House & Tavern','5745 S Durango Dr','Las Vegas',-115.279906,36.084357
,269,'Starbucks','6515 N Buffalo Dr 110','Las Vegas',-115.267525,36.281506
,270,'Starbucks','8975 S Eastern Ave A','Las Vegas',-115.119141,36.026245
,271,'Le Cafe Ile Saint Louis','3655 Las Vegas Blvd S','Las Vegas',-115.171294,36.112895
,272,'Starbucks','3770 Las Vegas Blvd S','Las Vegas',-115.17601,36.104333
,273,'Le Paris Coffee and Pastry','3300 S Decatur Blvd 7','Las Vegas',-115.207591,36.129525
,274,'Starbucks','4850 W Craig Rd','Las Vegas',-115.208923,36.240124
,275,'IS SWEET','5288 Spring Mountain Rd 101','Las Vegas',-115.213091,36.126547
,276,'Starbucks','129 Fremont St','Las Vegas',-115.145534,36.169781
,277,'Silver Service Refreshment Systems','7340 Smoke Ranch Rd','Las Vegas',-115.25303,36.20511
,278,'Starbucks at Mandarin','3950 Las Vegas Blvd S','Las Vegas',-115.176544,36.089977
,279,'Coffee Hunter','7425 S Eastern Ave 102','Las Vegas',-115.118889,36.055534
,280,'The Cuppa','9275 W Russell Rd 170','Las Vegas',-115.293733,36.083981
,281,'Starbucks','3400 Las Vegas Blvd S','Las Vegas',-115.175721,36.121681
,282,'Vegas Gourmet Coffee and Tea','9101 W Sahara Ave 105-H5','Las Vegas',-115.295979,36.14391
,283,'World Tea Media','5125 W Oquendo Rd 16','Las Vegas',-115.210617,36.082051
,284,'Dunkin'' Donuts','7430 Las Vegas Blvd S 100','Las Vegas',-115.171561,36.054451
,285,'Starbucks','5566 Boulder Hwy 2C','Las Vegas',-115.05246,36.100795
,286,'Starbucks','6080 Badura Ave','Las Vegas',-115.225363,36.062085
,287,'Starbucks','11720 W Charleston Blvd','Las Vegas',-115.351073,36.159178
,288,'Dunkin'' Donuts','3350 E Tropicana Ave C2','Las Vegas',-115.102034,36.100392
,289,'Luciano Cafe','5715 S Pecos Rd B','Las Vegas',-115.102411,36.085443
,290,'Nestle Toll House Cafe by Chip','6629 Las Vegas Blvd S','Las Vegas',-115.172692,36.069261
,291,'New York Bagel Bakery','840 S Rancho Dr 16','Las Vegas',-115.172987,36.161681
,292,'Starbucks','2000 Las Vegas Blvd S','Las Vegas',-115.156619,36.148544
,293,'Cafe Roma','3980 E Sunset Rd','Las Vegas',-115.088353,36.071419
,294,'Crepe Shack','5025 S Fort Apache Rd 105','Las Vegas',-115.29783,36.097621
,295,'The Coffee Bean & Tea Leaf','3645 S Town Center Dr 101','Las Vegas',-115.325358,36.124191
,296,'MadHouse Coffee','8470 W Desert Inn Rd H-1','Las Vegas',-115.275538,36.129862
,297,'Holley''s Cuppa','9265 S Cimarron Rd 115','Las Vegas',-115.270965,36.019171
,298,'Sambalatte Torrefazione','6555 S Jones Blvd 100','Las Vegas',-115.224975,36.069831
,299,'Starbucks','2600 W Harmon Ave','Las Vegas',-115.177934,36.109398
,300,'Starbucks','8540 W Desert Inn Rd','Las Vegas',-115.277359,36.131162
,301,'Espressamente Illy','3325 Las Vegas Blvd S','Las Vegas',-115.16873,36.122395
,302,'Teavana','1980 Festival Plaza Dr 115','Las Vegas',-115.333312,36.149917
,303,'Starbucks','300 S 4th St','Las Vegas',-115.14401,36.166948
,304,'Starbucks','4455 Paradise Rd','Las Vegas',-115.154435,36.109607
,305,'Starbucks','6020 W Craig Rd','Las Vegas',-115.226704,36.239317
,306,'Starbucks','1028-1198 E Sunset Rd','Las Vegas',-115.14065,36.071814
,307,'Perk Up Coffee Shop','11370 Southern Highlands Pkwy 100','Las Vegas',-115.190539,35.982804
,308,'Baguette Cafe','8359 W Sunset Rd 100','Las Vegas',-115.272975,36.06703
,309,'No 1 Boba Tea','9340 W Flamingo Rd 116','Las Vegas',-115.294947,36.115129
,310,'Starbucks','2120 N Rampart Blvd','Las Vegas',-115.282898,36.198943
,311,'Frankly Good Coffee','328-340 N Casino Center Blvd','Las Vegas',-115.141531,36.174268
